order_item_id,order_id,product_id,quantity,unit_price,line_total,item_status
102,700033,9077,1,526.63,526.63,Delivered
103,700033,9593,4,2242.35,8969.4,Delivered
104,700034,9063,4,948.47,3793.88,Returned
105,700035,9410,4,5851.18,23404.72,Delivered
106,700035,9344,2,159.99,319.98,Delivered
107,700035,9400,4,388.34,1553.36,Returned
108,700035,9041,3,72527.4,217582.2,Delivered
109,700035,9101,1,49932.33,49932.33,Returned
110,700036,9018,4,143.23,572.92,Delivered
111,700036,9041,1,72527.4,72527.4,Delivered
112,700036,9424,4,294.31,1177.24,Delivered
113,700036,9316,1,845.47,845.47,Delivered
114,700037,9118,2,7841.88,15683.76,Returned
115,700037,9565,3,8801.7,26405.1,Returned
116,700037,9276,2,37947.75,75895.5,Returned
117,700038,9571,2,614.3,1228.6,Cancelled
118,700038,9043,3,50432.33,151296.99,Cancelled
119,700038,9300,3,946.93,2840.79,Cancelled
120,700038,9245,2,10273.82,20547.64,Cancelled
121,700038,9283,3,13157.86,39473.58,Cancelled
122,700039,9420,3,558.38,1675.14,Delivered
123,700039,9440,2,83898.8,167797.6,Delivered
124,700039,9503,4,3555.01,14220.04,Delivered
125,700040,9368,1,891.74,891.74,Returned
126,700040,9109,1,790.53,790.53,Returned
127,700040,9107,2,326.8,653.6,Returned
128,700040,9148,4,213.86,855.44,Returned
129,700041,9548,2,18187.95,36375.9,Returned
130,700041,9524,2,930.14,1860.28,Returned
131,700041,9585,2,687.77,1375.54,Returned
132,700041,9408,2,275.9,551.8,Returned
133,700042,9579,2,5402.93,10805.86,Delivered
134,700042,9037,4,9092.12,36368.48,Delivered
135,700042,9292,3,15135.6,45406.8,Delivered
136,700042,9316,4,845.47,3381.88,Returned
137,700043,9119,3,389.1,1167.3,Delivered
138,700043,9227,2,8741.38,17482.76,Delivered
139,700044,9203,2,620.47,1240.94,Delivered
140,700044,9584,4,2575.04,10300.16,Delivered
141,700044,9192,2,75872.44,151744.88,Delivered
142,700045,9108,3,443.92,1331.76,Returned
143,700046,9011,4,77186.56,308746.24,Delivered
144,700046,9371,4,6013.39,24053.56,Delivered
145,700046,9397,3,4085.01,12255.03,Delivered
146,700047,9012,4,10384.33,41537.32,Delivered
147,700047,9549,4,66079.39,264317.56,Returned
148,700047,9091,4,916.83,3667.32,Delivered
149,700048,9223,3,2181.45,6544.35,Returned
150,700048,9186,2,5261.12,10522.24,Returned
151,700049,9409,4,2278.71,9114.84,Delivered
152,700049,9005,3,7273.16,21819.48,Returned
153,700049,9071,4,5454.95,21819.8,Delivered
154,700049,9114,3,4560.65,13681.95,Returned
155,700050,9311,3,1478.29,4434.87,Cancelled
156,700050,9498,4,1285.6,5142.4,Cancelled
157,700050,9146,4,4213.46,16853.84,Cancelled
158,700051,9528,2,4287.15,8574.3,Delivered
159,700051,9111,2,3512.06,7024.12,Delivered
160,700051,9259,1,669.41,669.41,Returned
161,700051,9187,2,1757.71,3515.42,Delivered
162,700052,9326,3,869.59,2608.77,Returned
163,700052,9203,1,620.47,620.47,Returned
164,700052,9554,4,11619.1,46476.4,Returned
165,700052,9268,2,64212.14,128424.28,Returned
166,700052,9499,1,1294.58,1294.58,Returned
167,700053,9095,4,342.82,1371.28,Delivered
168,700053,9523,2,12051.83,24103.66,Delivered
169,700053,9177,3,505.98,1517.94,Delivered
170,700054,9336,1,550.11,550.11,Returned
171,700055,9572,4,307.34,1229.36,Delivered
172,700056,9112,4,542.68,2170.72,Delivered
173,700056,9542,1,1217.8,1217.8,Delivered
174,700056,9584,1,2575.04,2575.04,Delivered
175,700057,9397,4,4085.01,16340.04,Cancelled
176,700057,9529,2,519.51,1039.02,Cancelled
177,700057,9508,3,9812.94,29438.82,Cancelled
178,700057,9526,1,2341.65,2341.65,Cancelled
179,700058,9043,1,50432.33,50432.33,Delivered
180,700058,9447,3,76296.08,228888.24,Delivered
181,700058,9348,1,19808.56,19808.56,Delivered
182,700058,9087,4,3613.75,14455.0,Delivered
183,700058,9151,2,506.15,1012.3,Delivered
184,700059,9334,1,82120.45,82120.45,Returned
185,700060,9062,1,1169.32,1169.32,Delivered
186,700060,9191,4,3218.01,12872.04,Delivered
187,700060,9453,1,357.05,357.05,Delivered
188,700060,9214,4,593.64,2374.56,Delivered
189,700061,9169,2,1496.7,2993.4,Delivered
190,700061,9100,1,6667.62,6667.62,Delivered
191,700061,9012,3,10384.33,31152.99,Delivered
192,700061,9522,2,12389.56,24779.12,Delivered
193,700062,9087,1,3613.75,3613.75,Returned
194,700062,9022,4,1356.46,5425.84,Delivered
195,700062,9075,4,1098.72,4394.88,Returned
196,700062,9116,1,7043.72,7043.72,Delivered
197,700063,9572,2,307.34,614.68,Delivered
198,700064,9197,1,1380.9,1380.9,Delivered
199,700064,9592,1,948.56,948.56,Delivered
200,700064,9144,2,3722.81,7445.62,Delivered
201,700065,9269,4,1068.92,4275.68,Delivered
202,700065,9313,3,27833.41,83500.23,Delivered
203,700065,9151,1,506.15,506.15,Returned
204,700065,9584,2,2575.04,5150.08,Returned
205,700066,9256,3,30997.77,92993.31,Returned
206,700067,9369,1,1058.33,1058.33,Delivered
207,700067,9038,1,4412.28,4412.28,Returned
208,700067,9384,2,1121.2,2242.4,Delivered
209,700067,9583,2,327.32,654.64,Delivered
210,700068,9434,2,10003.74,20007.48,Delivered
211,700068,9379,2,1081.0,2162.0,Returned
212,700068,9186,1,5261.12,5261.12,Delivered
213,700069,9529,1,519.51,519.51,Delivered
214,700069,9182,3,1187.24,3561.72,Delivered
215,700070,9582,1,2232.87,2232.87,Cancelled
216,700070,9042,4,2877.99,11511.96,Cancelled
217,700070,9193,3,38575.64,115726.92,Cancelled
218,700070,9525,1,1236.47,1236.47,Cancelled
219,700071,9321,3,100.88,302.64,Delivered
220,700071,9028,4,9420.15,37680.6,Returned
221,700071,9115,1,86.51,86.51,Delivered
222,700071,9117,3,4027.48,12082.44,Delivered
223,700071,9052,3,422.32,1266.96,Delivered
224,700072,9379,3,1081.0,3243.0,Delivered
225,700072,9232,1,7730.09,7730.09,Delivered
226,700072,9239,1,69624.78,69624.78,Delivered
227,700073,9116,2,7043.72,14087.44,Delivered
228,700073,9312,1,59.48,59.48,Returned
229,700073,9494,2,1243.08,2486.16,Delivered
230,700073,9389,1,369.65,369.65,Returned
231,700074,9522,2,12389.56,24779.12,Delivered
232,700075,9161,3,718.37,2155.11,Cancelled
233,700075,9169,2,1496.7,2993.4,Cancelled
234,700076,9138,4,228.8,915.2,Delivered
235,700076,9590,4,3323.74,13294.96,Returned
236,700077,9592,1,948.56,948.56,Returned
237,700077,9478,3,3297.23,9891.69,Returned
238,700078,9370,4,1215.74,4862.96,Delivered
239,700078,9063,1,948.47,948.47,Delivered
240,700078,9357,1,7888.12,7888.12,Delivered
241,700078,9452,1,5297.11,5297.11,Delivered
242,700078,9087,3,3613.75,10841.25,Delivered
243,700079,9020,4,1001.88,4007.52,Delivered
244,700079,9479,2,1368.32,2736.64,Returned
245,700080,9357,3,7888.12,23664.36,Cancelled
246,700080,9013,2,13447.29,26894.58,Cancelled
247,700081,9419,4,2548.25,10193.0,Cancelled
248,700081,9069,2,1798.3,3596.6,Cancelled
249,700081,9504,4,2814.6,11258.4,Cancelled
250,700081,9385,4,10305.26,41221.04,Cancelled
251,700082,9074,2,527.63,1055.26,Cancelled
252,700082,9035,1,2726.6,2726.6,Cancelled
253,700082,9541,1,941.33,941.33,Cancelled
254,700083,9514,1,15340.26,15340.26,Delivered
255,700083,9468,4,43329.25,173317.0,Returned
256,700083,9155,3,474.83,1424.49,Returned
257,700084,9584,4,2575.04,10300.16,Cancelled
258,700084,9475,3,2070.48,6211.44,Cancelled
259,700084,9516,2,42057.47,84114.94,Cancelled
260,700085,9337,4,773.14,3092.56,Delivered
261,700085,9141,4,2400.15,9600.6,Delivered
262,700085,9058,2,11903.73,23807.46,Delivered
263,700085,9172,1,838.42,838.42,Delivered
264,700086,9513,1,4956.71,4956.71,Cancelled
265,700086,9074,2,527.63,1055.26,Cancelled
266,700087,9414,2,370.02,740.04,Delivered
267,700088,9585,1,687.77,687.77,Returned
268,700088,9018,2,143.23,286.46,Returned
269,700088,9154,2,35139.28,70278.56,Returned
270,700089,9159,4,7751.34,31005.36,Delivered
271,700089,9154,1,35139.28,35139.28,Delivered
272,700090,9088,4,8393.7,33574.8,Delivered
273,700090,9141,1,2400.15,2400.15,Delivered
274,700090,9227,2,8741.38,17482.76,Delivered
275,700090,9587,1,625.39,625.39,Delivered
276,700090,9330,3,1859.58,5578.74,Delivered
277,700091,9194,2,1029.52,2059.04,Delivered
278,700091,9032,4,5031.18,20124.72,Delivered
279,700091,9554,2,11619.1,23238.2,Returned
280,700091,9034,3,615.89,1847.67,Delivered
281,700091,9154,3,35139.28,105417.84,Delivered
282,700092,9382,1,268.28,268.28,Returned
283,700092,9298,4,1338.79,5355.16,Returned
284,700092,9054,3,5145.39,15436.17,Delivered
285,700093,9546,3,3522.47,10567.41,Delivered
286,700093,9056,2,389.49,778.98,Delivered
287,700093,9115,2,86.51,173.02,Delivered
288,700093,9410,1,5851.18,5851.18,Delivered
289,700093,9581,4,660.56,2642.24,Delivered
290,700094,9180,2,5841.59,11683.18,Cancelled
291,700095,9345,2,965.8,1931.6,Delivered
292,700095,9542,1,1217.8,1217.8,Delivered
293,700096,9341,3,1193.13,3579.39,Cancelled
294,700096,9337,4,773.14,3092.56,Cancelled
295,700096,9151,3,506.15,1518.45,Cancelled
296,700096,9376,3,3919.46,11758.38,Cancelled
297,700096,9354,4,4670.22,18680.88,Cancelled
298,700097,9553,4,699.08,2796.32,Cancelled
299,700097,9489,2,1273.3,2546.6,Cancelled
300,700098,9509,1,7610.83,7610.83,Delivered
301,700098,9421,4,8667.96,34671.84,Delivered
302,700098,9156,3,480.14,1440.42,Delivered
303,700098,9454,1,1165.06,1165.06,Delivered
304,700098,9080,4,693.5,2774.0,Returned
305,700099,9111,2,3512.06,7024.12,Delivered
306,700099,9049,2,592.97,1185.94,Delivered
307,700100,9297,4,763.47,3053.88,Cancelled
308,700100,9252,3,1230.52,3691.56,Cancelled
309,700100,9521,2,2702.37,5404.74,Cancelled
310,700100,9017,1,65069.8,65069.8,Cancelled
311,700101,9075,1,1098.72,1098.72,Delivered
312,700101,9005,2,7273.16,14546.32,Delivered
313,700102,9088,4,8393.7,33574.8,Delivered
314,700102,9289,1,1605.53,1605.53,Delivered
315,700102,9329,1,8181.51,8181.51,Returned
316,700102,9340,2,68766.42,137532.84,Delivered
317,700103,9434,3,10003.74,30011.22,Cancelled
318,700103,9516,1,42057.47,42057.47,Cancelled
319,700103,9081,2,7898.96,15797.92,Cancelled
320,700103,9423,4,1207.38,4829.52,Cancelled
321,700103,9263,3,17057.41,51172.23,Cancelled
322,700104,9236,1,3805.14,3805.14,Delivered
323,700105,9112,4,542.68,2170.72,Delivered
324,700106,9226,3,86678.08,260034.24,Returned
325,700106,9210,2,3494.23,6988.46,Delivered
326,700106,9139,3,1031.16,3093.48,Delivered
327,700106,9129,1,6982.17,6982.17,Returned
328,700107,9497,1,4613.52,4613.52,Delivered
329,700108,9476,2,358.66,717.32,Delivered
330,700108,9463,4,1542.57,6170.28,Delivered
331,700108,9321,2,100.88,201.76,Delivered
332,700108,9094,4,2263.43,9053.72,Delivered
333,700109,9081,3,7898.96,23696.88,Delivered
334,700109,9541,2,941.33,1882.66,Delivered
335,700110,9165,2,18160.93,36321.86,Delivered
336,700110,9544,3,20793.61,62380.83,Delivered
337,700110,9379,3,1081.0,3243.0,Delivered
338,700111,9595,1,2571.12,2571.12,Delivered
339,700111,9479,1,1368.32,1368.32,Returned
340,700111,9575,1,3436.72,3436.72,Returned
341,700112,9243,2,69196.18,138392.36,Delivered
342,700112,9548,4,18187.95,72751.8,Delivered
343,700112,9227,3,8741.38,26224.14,Returned
344,700112,9396,3,533.83,1601.49,Delivered
345,700112,9385,4,10305.26,41221.04,Returned
346,700113,9261,3,84463.03,253389.09,Returned
347,700113,9289,4,1605.53,6422.12,Delivered
348,700113,9118,2,7841.88,15683.76,Delivered
349,700113,9524,1,930.14,930.14,Delivered
350,700113,9494,4,1243.08,4972.32,Delivered
351,700114,9253,2,75119.8,150239.6,Delivered
352,700115,9554,3,11619.1,34857.3,Delivered
353,700116,9047,4,6312.64,25250.56,Returned
354,700116,9074,2,527.63,1055.26,Delivered
355,700116,9032,1,5031.18,5031.18,Returned
356,700116,9409,1,2278.71,2278.71,Delivered
357,700117,9370,3,1215.74,3647.22,Delivered
358,700117,9217,2,1296.96,2593.92,Delivered
359,700117,9032,1,5031.18,5031.18,Delivered
360,700118,9059,2,770.17,1540.34,Cancelled
361,700118,9185,3,1940.53,5821.59,Cancelled
362,700119,9489,4,1273.3,5093.2,Delivered
363,700119,9248,3,20109.92,60329.76,Delivered
364,700120,9228,2,407.3,814.6,Returned
365,700120,9330,1,1859.58,1859.58,Returned
366,700121,9339,3,2211.26,6633.78,Delivered
367,700121,9559,2,124.22,248.44,Returned
368,700121,9328,2,64895.52,129791.04,Delivered
369,700121,9111,1,3512.06,3512.06,Delivered
370,700121,9527,4,77092.6,308370.4,Returned
371,700122,9045,4,7154.06,28616.24,Returned
372,700122,9497,1,4613.52,4613.52,Returned
373,700122,9126,4,84976.87,339907.48,Returned
374,700123,9452,1,5297.11,5297.11,Returned
375,700123,9283,3,13157.86,39473.58,Delivered
376,700123,9582,4,2232.87,8931.48,Delivered
377,700123,9262,4,656.47,2625.88,Delivered
378,700123,9420,1,558.38,558.38,Returned
379,700124,9489,2,1273.3,2546.6,Cancelled
380,700125,9418,3,53131.24,159393.72,Delivered
381,700125,9278,1,643.45,643.45,Delivered
382,700125,9452,2,5297.11,10594.22,Returned
383,700125,9465,3,3569.92,10709.76,Delivered
384,700125,9027,1,60157.57,60157.57,Delivered
385,700126,9377,1,53413.6,53413.6,Cancelled
386,700126,9196,4,270.05,1080.2,Cancelled
387,700127,9578,2,2262.7,4525.4,Cancelled
388,700127,9230,3,54818.7,164456.1,Cancelled
389,700127,9387,3,9895.64,29686.92,Cancelled
390,700128,9252,3,1230.52,3691.56,Delivered
391,700128,9566,1,1126.44,1126.44,Delivered
392,700128,9447,3,76296.08,228888.24,Delivered
393,700128,9201,2,10137.52,20275.04,Returned
394,700128,9030,2,2003.52,4007.04,Delivered
395,700129,9198,4,53514.99,214059.96,Delivered
396,700130,9530,1,255.55,255.55,Returned
397,700131,9234,1,1674.94,1674.94,Delivered
398,700131,9238,1,8146.51,8146.51,Delivered
399,700131,9310,2,30157.54,60315.08,Delivered
400,700132,9041,2,72527.4,145054.8,Delivered
401,700133,9415,1,4129.15,4129.15,Returned
402,700133,9110,2,1201.87,2403.74,Delivered
403,700133,9053,4,626.84,2507.36,Returned
404,700133,9032,3,5031.18,15093.54,Delivered
405,700134,9059,1,770.17,770.17,Delivered
406,700134,9347,2,973.08,1946.16,Delivered
407,700135,9329,3,8181.51,24544.53,Returned
408,700135,9446,1,2831.92,2831.92,Returned
409,700135,9557,3,270.17,810.51,Delivered
410,700135,9569,2,1247.77,2495.54,Delivered
411,700135,9320,4,528.87,2115.48,Delivered
412,700136,9164,3,4357.87,13073.61,Returned
413,700136,9008,1,527.03,527.03,Delivered
414,700136,9263,1,17057.41,17057.41,Returned
415,700136,9304,4,238.1,952.4,Delivered
416,700136,9581,2,660.56,1321.12,Delivered
417,700137,9006,1,2592.16,2592.16,Returned
418,700138,9275,1,5265.2,5265.2,Delivered
419,700139,9086,1,823.62,823.62,Returned
420,700139,9297,3,763.47,2290.41,Delivered
421,700140,9025,2,1672.78,3345.56,Delivered
422,700140,9347,3,973.08,2919.24,Delivered
423,700140,9248,1,20109.92,20109.92,Delivered
424,700140,9158,2,1345.8,2691.6,Delivered
425,700141,9409,4,2278.71,9114.84,Delivered
426,700141,9536,1,4170.59,4170.59,Delivered
427,700141,9232,1,7730.09,7730.09,Returned
428,700141,9079,3,11240.84,33722.52,Delivered
429,700142,9405,3,651.47,1954.41,Delivered
430,700142,9141,3,2400.15,7200.45,Delivered
431,700142,9426,1,4271.54,4271.54,Delivered
432,700143,9166,2,1548.76,3097.52,Returned
433,700144,9239,4,69624.78,278499.12,Returned
434,700144,9090,4,2811.87,11247.48,Delivered
435,700144,9330,1,1859.58,1859.58,Delivered
436,700144,9464,2,289.77,579.54,Delivered
437,700145,9291,1,480.39,480.39,Returned
438,700145,9241,2,305.81,611.62,Returned
439,700145,9296,4,2912.52,11650.08,Returned
440,700146,9025,3,1672.78,5018.34,Delivered
441,700146,9478,1,3297.23,3297.23,Delivered
442,700146,9396,3,533.83,1601.49,Delivered
443,700147,9295,3,4168.47,12505.41,Delivered
444,700147,9069,2,1798.3,3596.6,Returned
445,700148,9238,2,8146.51,16293.02,Delivered
446,700148,9183,3,1234.29,3702.87,Returned
447,700148,9008,4,527.03,2108.12,Delivered
448,700148,9349,1,2799.26,2799.26,Delivered
449,700149,9263,2,17057.41,34114.82,Delivered
450,700149,9483,3,41799.81,125399.43,Delivered
451,700149,9549,2,66079.39,132158.78,Delivered
452,700150,9303,4,859.58,3438.32,Delivered
453,700150,9172,4,838.42,3353.68,Delivered
454,700150,9196,3,270.05,810.15,Delivered
455,700150,9339,3,2211.26,6633.78,Returned
456,700151,9345,3,965.8,2897.4,Delivered
457,700151,9497,3,4613.52,13840.56,Delivered
458,700151,9153,4,48076.58,192306.32,Delivered
459,700151,9067,4,531.62,2126.48,Delivered
460,700151,9278,4,643.45,2573.8,Delivered
461,700152,9448,4,6818.4,27273.6,Delivered
462,700153,9378,3,6098.78,18296.34,Delivered
463,700153,9149,4,1313.22,5252.88,Returned
464,700153,9591,1,929.11,929.11,Delivered
465,700153,9229,1,2632.52,2632.52,Delivered
466,700153,9225,4,450.11,1800.44,Delivered
467,700154,9079,1,11240.84,11240.84,Returned
468,700154,9033,4,2848.34,11393.36,Delivered
469,700155,9042,3,2877.99,8633.97,Returned
470,700155,9239,4,69624.78,278499.12,Delivered
471,700155,9170,3,1747.18,5241.54,Delivered
472,700156,9562,4,4642.77,18571.08,Delivered
473,700156,9102,4,380.78,1523.12,Delivered
474,700156,9275,3,5265.2,15795.6,Delivered
475,700156,9264,1,749.45,749.45,Delivered
476,700157,9150,1,2610.94,2610.94,Cancelled
477,700157,9572,3,307.34,922.02,Cancelled
478,700158,9426,2,4271.54,8543.08,Returned
479,700158,9131,3,3731.24,11193.72,Returned
480,700158,9025,3,1672.78,5018.34,Returned
481,700158,9584,4,2575.04,10300.16,Returned
482,700159,9321,1,100.88,100.88,Delivered
483,700159,9065,3,3090.21,9270.63,Delivered
484,700159,9258,2,66879.21,133758.42,Delivered
485,700159,9139,3,1031.16,3093.48,Delivered
486,700159,9337,4,773.14,3092.56,Delivered
487,700160,9165,1,18160.93,18160.93,Delivered
488,700160,9023,1,895.02,895.02,Returned
489,700160,9092,4,838.1,3352.4,Delivered
490,700161,9233,2,7250.06,14500.12,Returned
491,700161,9439,2,1077.16,2154.32,Returned
492,700161,9283,1,13157.86,13157.86,Returned
493,700162,9581,3,660.56,1981.68,Cancelled
494,700162,9456,2,77.86,155.72,Cancelled
495,700163,9477,3,10559.23,31677.69,Delivered
496,700163,9557,4,270.17,1080.68,Delivered
497,700163,9560,3,603.34,1810.02,Delivered
498,700164,9250,1,10627.55,10627.55,Returned
499,700164,9067,4,531.62,2126.48,Returned
500,700164,9298,4,1338.79,5355.16,Returned
501,700165,9380,1,2402.55,2402.55,Returned
502,700166,9095,3,342.82,1028.46,Returned
503,700166,9266,1,83738.59,83738.59,Returned
504,700167,9488,4,1350.99,5403.96,Returned
505,700168,9588,2,11301.42,22602.84,Delivered
506,700168,9191,1,3218.01,3218.01,Returned
507,700168,9301,1,4320.11,4320.11,Delivered
508,700168,9012,1,10384.33,10384.33,Delivered
509,700168,9196,4,270.05,1080.2,Delivered
510,700169,9227,2,8741.38,17482.76,Delivered
511,700169,9012,2,10384.33,20768.66,Returned
512,700169,9366,2,1460.14,2920.28,Delivered
513,700169,9220,4,956.04,3824.16,Delivered
514,700169,9236,4,3805.14,15220.56,Delivered
515,700170,9211,4,68659.31,274637.24,Delivered
516,700170,9173,2,290.01,580.02,Returned
517,700170,9558,4,9419.32,37677.28,Returned
518,700170,9100,3,6667.62,20002.86,Delivered
519,700171,9191,2,3218.01,6436.02,Delivered
520,700171,9304,1,238.1,238.1,Returned
521,700171,9186,4,5261.12,21044.48,Delivered
522,700171,9093,1,990.49,990.49,Delivered
523,700172,9475,4,2070.48,8281.92,Delivered
524,700173,9040,2,1852.57,3705.14,Cancelled
525,700173,9036,4,3517.04,14068.16,Cancelled
526,700173,9128,4,316.99,1267.96,Cancelled
527,700173,9160,4,15719.76,62879.04,Cancelled
528,700173,9181,3,6544.81,19634.43,Cancelled
529,700174,9180,3,5841.59,17524.77,Cancelled
530,700174,9460,3,182.98,548.94,Cancelled
531,700174,9336,2,550.11,1100.22,Cancelled
532,700174,9571,1,614.3,614.3,Cancelled
533,700175,9552,4,4801.69,19206.76,Delivered
534,700175,9408,4,275.9,1103.6,Delivered
535,700175,9372,3,4937.92,14813.76,Returned
536,700176,9008,1,527.03,527.03,Delivered
537,700176,9524,4,930.14,3720.56,Delivered
538,700177,9505,2,53937.03,107874.06,Delivered
539,700177,9057,3,5197.64,15592.92,Delivered
540,700177,9208,1,809.08,809.08,Delivered
541,700178,9010,2,9299.03,18598.06,Returned
542,700178,9461,1,8266.59,8266.59,Returned
543,700178,9406,3,404.09,1212.27,Returned
544,700178,9045,4,7154.06,28616.24,Returned
545,700179,9348,3,19808.56,59425.68,Delivered
546,700179,9036,4,3517.04,14068.16,Delivered
547,700179,9292,3,15135.6,45406.8,Delivered
548,700180,9009,4,263.27,1053.08,Delivered
549,700180,9560,4,603.34,2413.36,Returned
550,700180,9135,4,2109.2,8436.8,Returned
551,700180,9308,2,4050.56,8101.12,Returned
552,700181,9548,2,18187.95,36375.9,Delivered
553,700181,9016,4,1770.76,7083.04,Delivered
554,700181,9533,2,4370.9,8741.8,Delivered
555,700181,9011,2,77186.56,154373.12,Delivered
556,700181,9050,2,624.78,1249.56,Delivered
557,700182,9211,1,68659.31,68659.31,Delivered
558,700182,9254,3,1031.99,3095.97,Delivered
559,700183,9255,2,6050.57,12101.14,Returned
560,700183,9300,2,946.93,1893.86,Returned
561,700184,9382,2,268.28,536.56,Delivered
562,700184,9290,3,109.74,329.22,Delivered
563,700185,9341,4,1193.13,4772.52,Delivered
564,700185,9475,4,2070.48,8281.92,Delivered
565,700185,9285,1,683.56,683.56,Delivered
566,700185,9115,4,86.51,346.04,Returned
567,700185,9015,2,3347.44,6694.88,Returned
568,700186,9404,2,15723.16,31446.32,Delivered
569,700186,9171,4,955.13,3820.52,Returned
570,700187,9526,3,2341.65,7024.95,Returned
