product_id,product_name,category,brand,price,discount_pct,rating,num_ratings,stock_qty
9141,Philips Bedsheet Edition,Home & Kitchen,Philips,2400.15,30,2.6,18852,417
9142,Levis Saree Max,Fashion,Levis,-1917.55,30,3.4,4430,2
9143,Bloomsbury Self-Help Book Max,Books,Bloomsbury,811.72,10,4.5,8522,195
9144,Fabindia T-Shirt Edition,Fashion,Fabindia,3722.81,0,2.3,19575,284
9145,Bloomsbury Self-Help Book Lite,Books,Bloomsbury,136.15,10,2.0,21958,282
9146,OnePlus Smartphone Classic,Electronics,OnePlus,4213.46,40,1.4,23486,188
9147,Fortune Rice 5kg Classic,Grocery,Fortune,1031.07,5,,5457,240
9148,LOreal Hair Oil Edition,Beauty,LOreal,213.86,0,,20757,75
9149,Tata Spice Combo Max,Grocery,Tata,1313.22,30,3.7,24995,213
9150,Mamaearth Hair Oil Pro,Beauty,Mamaearth,2610.94,50,5.0,9554,17
9151,Penguin Self-Help Book Lite,Books,Penguin,506.15,15,4.7,10429,188
9152,Puma Sunglasses Pro,Fashion,Puma,4361.3,50,2.9,5146,472
9153,Apple Camera Lite,Electronics,Apple,48076.58,50,4.6,2146,37
9154,boAt Smartphone Lite,Electronics,boAt,35139.28,20,3.0,625,188
9155,LOreal Face Wash 2026,Beauty,LOreal,474.83,0,1.7,22789,319
9156,Bloomsbury Comic Edition,Books,Bloomsbury,480.14,50,,7771,125
9157,Mi Smartphone Lite,Electronics,Mi,67703.65,50,1.5,20337,134
9158,Allen Solly Sneakers Classic,Fashion,Allen Solly,1345.8,15,4.1,24978,281
9159,Decathlon Running Shoes Classic,Sports,Decathlon,7751.34,40,4.4,21283,101
9160,Philips Cookware Set Edition,Home & Kitchen,Philips,15719.76,10,4.0,41,92
9161,Bloomsbury Novel 2026,Books,Bloomsbury,718.37,0,4.8,22007,208
9162,Roadster Kurta 2026,Fashion,Roadster,2490.52,15,2.7,11382,89
9163,Cello Vacuum Cleaner Edition,Home & Kitchen,Cello,1336.37,20,3.8,2963,175
9164,Fabindia T-Shirt Classic,Fashion,Fabindia,4357.87,40,,2501,132
9165,Noise Tablet Max,Electronics,Noise,18160.93,50,3.5,20888,64
9166,WOW Perfume Plus,Beauty,WOW,1548.76,0,3.5,23966,137
9167,Samsung Bluetooth Speaker Max,Electronics,Samsung,11272.34,15,2.6,9479,86
9168,Decathlon Yoga Mat Pro,Sports,Decathlon,7194.02,10,1.4,6693,444
9169,Mamaearth Face Wash 2026,Beauty,Mamaearth,1496.7,20,3.4,2666,120
9170,Nivea Perfume Max,Beauty,Nivea,1747.18,0,1.6,11641,197
9171,Lakme Sunscreen Classic,Beauty,Lakme,955.13,0,1.7,23723,375
9172,Rupa Novel Max,Books,Rupa,838.42,10,4.1,5755,274
9173,HarperCollins Comic Pro,Books,HarperCollins,290.01,20,,1503,181
9174,Lakme Sunscreen Pro,Beauty,Lakme,1641.66,0,4.6,8918,123
9175,Samsung Laptop Pro,Electronics,Samsung,88283.92,10,2.9,19852,9
9176,Prestige Mixer Grinder Plus,Home & Kitchen,Prestige,10450.96,5,3.4,15689,281
9177,WOW Perfume Pro,Beauty,WOW,505.98,15,2.6,590,80
9178,SG Cricket Bat Classic,Sports,SG,9569.74,0,3.8,13168,256
9179,Cello Cookware Set Pro,Home & Kitchen,Cello,14130.54,0,,10227,489
9180,Nivia Yoga Mat Max,Sports,Nivia,5841.59,30,1.9,24463,304
9181,Nivia Running Shoes 2026,Sports,Nivia,6544.81,0,2.0,20585,230
9182,Prestige Air Fryer 2026,Home & Kitchen,Prestige,1187.24,20,1.6,1027,66
9183,Nike Sneakers Pro,Fashion,Nike,1234.29,40,4.3,16918,355
9184,Nivia Yoga Mat Max,Sports,Nivia,8925.87,0,5.0,3675,291
9185,SG Yoga Mat Max,Sports,SG,1940.53,40,2.5,21823,171
9186,Nivia Yoga Mat Pro,Sports,Nivia,5261.12,10,2.2,23761,210
9187,Nivea Face Wash Edition,Beauty,Nivea,1757.71,0,1.2,6414,499
9188,SG Football Pro,Sports,SG,-9972.91,0,,15503,303
9189,Bloomsbury Textbook Plus,Books,Bloomsbury,712.3,15,1.3,2098,303
9190,Decathlon Cricket Bat Pro,Sports,Decathlon,9838.56,10,4.4,24150,160
9191,Roadster Sneakers Max,Fashion,Roadster,3218.01,15,3.6,11934,208
9192,Noise Tablet Edition,Electronics,Noise,75872.44,0,4.2,2028,130
9193,Mi Power Bank Max,Electronics,Mi,38575.64,0,4.1,6305,282
9194,Allen Solly Sneakers Lite,Fashion,Allen Solly,1029.52,0,1.1,5967,122
9195,WOW Lipstick 2026,Beauty,WOW,1504.98,0,2.0,2161,178
9196,Bloomsbury Textbook Edition,Books,Bloomsbury,270.05,0,2.3,6002,96
9197,LOreal Lipstick Max,Beauty,LOreal,1380.9,10,3.8,14868,353
9198,Mi Camera Max,Electronics,Mi,53514.99,0,2.3,2775,174
9199,Sony Bluetooth Speaker 2026,Electronics,Sony,79410.89,0,3.4,5808,438
9200,India Gate Spice Combo Edition,Grocery,India Gate,385.54,20,1.3,9844,347
9201,Milton Vacuum Cleaner Pro,Home & Kitchen,Milton,10137.52,30,3.6,10165,300
9202,India Gate Atta 10kg Plus,Grocery,India Gate,1204.67,30,1.9,16042,14
9203,Cello Cookware Set Edition,Home & Kitchen,Cello,620.47,15,3.3,8167,7
9204,Cello Curtains Lite,Home & Kitchen,Cello,14291.03,40,4.2,10284,238
9205,Philips Air Fryer Plus,Home & Kitchen,Philips,3170.38,0,2.3,23801,370
9206,Nivea Sunscreen Pro,Beauty,Nivea,1629.93,20,2.8,18007,262
9207,Fortune Spice Combo Plus,Grocery,Fortune,1301.2,40,2.7,5501,376
9208,Tata Atta 10kg Edition,Grocery,Tata,809.08,40,4.4,15734,479
9209,WOW Perfume 2026,Beauty,WOW,1811.87,50,2.9,2302,250
9210,Levis T-Shirt Plus,Fashion,Levis,3494.23,40,5.0,7641,360
9211,Apple Laptop Lite,Electronics,Apple,68659.31,30,1.3,14453,231
9212,Nike Jacket Max,Fashion,Nike,2782.39,5,3.2,23049,498
9213,Roadster Sunglasses Edition,Fashion,Roadster,2420.51,10,1.7,2745,273
9214,Lakme Sunscreen Pro,Beauty,Lakme,593.64,5,2.4,12002,11
9215,Bloomsbury Textbook 2026,Books,Bloomsbury,630.37,30,3.9,1145,79
9216,HarperCollins Comic Edition,Books,HarperCollins,559.78,50,,10454,180
9217,Puma Jeans 2026,Fashion,Puma,1296.96,0,4.7,7115,75
9218,Rupa Novel Pro,Books,Rupa,340.96,0,2.1,72,26
9219,Philips Mixer Grinder Edition,Home & Kitchen,Philips,9650.91,40,2.1,23980,182
9220,Aashirvaad Cooking Oil 1L Pro,Grocery,Aashirvaad,956.04,30,2.2,5654,82
9221,Nivea Sunscreen Plus,Beauty,Nivea,238.34,30,3.2,19872,222
9222,Milton Bedsheet Lite,Home & Kitchen,Milton,11964.9,5,2.5,14087,269
9223,Cello Bedsheet Lite,Home & Kitchen,Cello,2181.45,30,4.6,20235,196
9224,Aashirvaad Atta 10kg 2026,Grocery,Aashirvaad,160.3,0,3.8,16322,500
9225,Penguin Comic Pro,Books,Penguin,450.11,30,,11844,183
9226,Samsung Camera Max,Electronics,Samsung,-86678.08,40,1.8,18918,401
9227,SG Running Shoes Plus,Sports,SG,8741.38,40,3.4,14305,167
9228,Puma Sunglasses Edition,Fashion,Puma,407.3,50,,8528,480
9229,Levis T-Shirt Edition,Fashion,Levis,2632.52,10,2.5,5141,31
9230,boAt Laptop Plus,Electronics,boAt,54818.7,0,2.7,19349,245
9231,Mi Tablet Max,Electronics,Mi,11670.56,0,3.3,1432,137
9232,Nivia Running Shoes Pro,Sports,Nivia,7730.09,50,3.8,15618,329
9233,Decathlon Yoga Mat Edition,Sports,Decathlon,7250.06,10,5.0,10646,342
9234,Lakme Perfume Plus,Beauty,Lakme,1674.94,0,2.6,24734,198
9235,Apple Power Bank 2026,Electronics,Apple,55726.49,0,,6938,182
9236,Cello Curtains Plus,Home & Kitchen,Cello,3805.14,10,4.0,6887,184
9237,Allen Solly Watch 2026,Fashion,Allen Solly,2442.21,10,2.7,17388,315
9238,Yonex Dumbbells Pro,Sports,Yonex,8146.51,30,2.8,17036,103
9239,OnePlus Power Bank Max,Electronics,OnePlus,69624.78,10,2.6,270,114
9240,SG Dumbbells Classic,Sports,SG,6161.53,0,2.2,15629,367
9241,Fortune Cooking Oil 1L Pro,Grocery,Fortune,305.81,30,1.5,15462,411
9242,Samsung Laptop Classic,Electronics,Samsung,44540.42,30,2.5,14839,413
9243,Apple Camera Pro,Electronics,Apple,69196.18,30,2.9,14495,133
9244,Apple Camera Edition,Electronics,Apple,77941.39,30,3.8,19639,405
9245,Bajaj Mixer Grinder 2026,Home & Kitchen,Bajaj,10273.82,0,3.9,11979,196
9246,Bloomsbury Textbook Classic,Books,Bloomsbury,644.96,5,1.1,12115,373
9247,Samsung Smartwatch Plus,Electronics,Samsung,62995.52,30,3.2,12988,477
9248,Sony Smartwatch Max,Electronics,Sony,20109.92,0,2.5,3256,28
9249,Samsung Camera Lite,Electronics,Samsung,82138.03,5,4.6,15290,163
9250,Prestige Water Bottle Lite,Home & Kitchen,Prestige,10627.55,0,3.3,19134,3
9251,Samsung Power Bank Plus,Electronics,Samsung,41166.65,20,4.9,4040,237
9252,Tata Cooking Oil 1L Pro,Grocery,Tata,1230.52,10,2.2,10598,319
9253,Sony Smartwatch Lite,Electronics,Sony,75119.8,0,2.2,3862,107
9254,Nivea Perfume Edition,Beauty,Nivea,1031.99,0,4.9,7221,90
9255,Decathlon Yoga Mat Pro,Sports,Decathlon,-6050.57,30,4.1,24397,308
9256,boAt Camera 2026,Electronics,boAt,30997.77,5,4.7,14048,234
9257,Lakme Lipstick 2026,Beauty,Lakme,890.46,10,2.9,4234,369
9258,Mi Headphones Plus,Electronics,Mi,66879.21,40,4.3,13353,403
9259,Tata Tea Powder Pro,Grocery,Tata,669.41,15,2.5,9327,433
9260,Decathlon Cricket Bat Edition,Sports,Decathlon,3439.94,15,3.6,18242,117
9261,boAt Smartphone Plus,Electronics,boAt,84463.03,50,,22955,413
9262,India Gate Spice Combo 2026,Grocery,India Gate,656.47,0,,12631,408
9263,Noise Smartphone Classic,Electronics,Noise,17057.41,30,2.2,15341,183
9264,HarperCollins Textbook Plus,Books,HarperCollins,749.45,40,2.4,14359,110
9265,Philips Air Fryer Edition,Home & Kitchen,Philips,11239.52,10,3.3,21371,31
9266,Samsung Headphones Lite,Electronics,Samsung,83738.59,10,,9648,343
9267,Penguin Textbook Classic,Books,Penguin,778.8,50,4.0,4102,37
9268,OnePlus Power Bank Plus,Electronics,OnePlus,64212.14,15,3.6,15471,416
9269,Tata Tea Powder 2026,Grocery,Tata,1068.92,0,4.0,20986,407
9270,Allen Solly T-Shirt Lite,Fashion,Allen Solly,3967.59,30,4.8,10310,35
9271,Rupa Novel 2026,Books,Rupa,950.98,40,4.1,5789,324
9272,Yonex Yoga Mat Edition,Sports,Yonex,7968.17,0,3.0,4807,316
9273,Bloomsbury Biography Max,Books,Bloomsbury,698.64,0,3.8,4577,268
9274,India Gate Rice 5kg Max,Grocery,India Gate,156.86,30,2.4,15620,13
9275,SG Yoga Mat Lite,Sports,SG,5265.2,20,1.1,20744,268
9276,Noise Power Bank Plus,Electronics,Noise,37947.75,0,2.7,11665,368
9277,Decathlon Dumbbells Pro,Sports,Decathlon,400.46,0,,3294,493
9278,Penguin Comic Classic,Books,Penguin,643.45,10,4.1,22196,42
9279,Puma Saree Lite,Fashion,Puma,3700.11,50,2.0,6705,25
9280,Penguin Self-Help Book Classic,Books,Penguin,814.03,5,4.0,15426,379
9281,Levis Sunglasses Pro,Fashion,Levis,2204.2,10,3.1,3082,498
9282,Bloomsbury Novel Pro,Books,Bloomsbury,590.51,15,5.0,2033,34
9283,Sony Camera Plus,Electronics,Sony,13157.86,40,2.2,23800,170
9284,OnePlus Camera Max,Electronics,OnePlus,81428.98,0,2.9,14542,326
9285,Rupa Comic Lite,Books,Rupa,683.56,40,4.4,19142,338
9286,Fabindia Saree Classic,Fashion,Fabindia,1156.07,15,4.4,8053,44
9287,Aashirvaad Rice 5kg Classic,Grocery,Aashirvaad,1411.94,0,1.2,7384,195
9288,WOW Perfume Lite,Beauty,WOW,1750.81,40,1.1,6228,124
9289,Lakme Sunscreen Edition,Beauty,Lakme,1605.53,50,3.0,8544,298
9290,Fortune Tea Powder Classic,Grocery,Fortune,109.74,40,2.7,24283,309
9291,Penguin Novel Edition,Books,Penguin,480.39,20,2.0,2562,109
9292,Bajaj Water Bottle Classic,Home & Kitchen,Bajaj,15135.6,10,3.9,22460,424
9293,India Gate Rice 5kg Plus,Grocery,India Gate,803.38,40,3.0,12237,197
9294,Lakme Perfume Lite,Beauty,Lakme,2398.97,30,1.6,10958,178
9295,Philips Water Bottle 2026,Home & Kitchen,Philips,4168.47,5,2.0,3866,31
9296,Cello Vacuum Cleaner Pro,Home & Kitchen,Cello,2912.52,0,4.2,17073,349
9297,Tata Rice 5kg Edition,Grocery,Tata,763.47,50,1.4,24719,43
9298,Fortune Atta 10kg Edition,Grocery,Fortune,1338.79,15,2.8,6362,388
9299,Tata Rice 5kg 2026,Grocery,Tata,840.69,15,4.7,2834,160
9300,Penguin Novel Edition,Books,Penguin,946.93,0,1.6,2168,155
9301,Fabindia T-Shirt Plus,Fashion,Fabindia,4320.11,40,4.4,23982,43
9302,Mamaearth Face Wash Classic,Beauty,Mamaearth,2070.54,10,1.9,243,380
9303,India Gate Atta 10kg Classic,Grocery,India Gate,859.58,0,4.1,8447,101
9304,India Gate Rice 5kg Pro,Grocery,India Gate,238.1,10,3.1,3729,93
9305,Nivia Running Shoes 2026,Sports,Nivia,2462.35,0,5.0,13866,119
9306,Bajaj Vacuum Cleaner 2026,Home & Kitchen,Bajaj,7635.29,5,4.0,16030,87
9307,Nike Saree Lite,Fashion,Nike,2822.58,10,2.5,5035,174
9308,Decathlon Cricket Bat 2026,Sports,Decathlon,4050.56,0,1.6,24928,215
9309,Prestige Vacuum Cleaner Max,Home & Kitchen,Prestige,4515.51,50,4.8,6753,357
9310,boAt Bluetooth Speaker Lite,Electronics,boAt,30157.54,5,3.1,10533,275
9311,Lakme Hair Oil Plus,Beauty,Lakme,1478.29,5,1.1,3556,6
9312,Tata Spice Combo Lite,Grocery,Tata,59.48,10,3.1,941,50
9313,Apple Tablet Plus,Electronics,Apple,27833.41,5,1.4,24019,266
9314,Prestige Cookware Set Pro,Home & Kitchen,Prestige,7115.0,20,2.9,23447,68
9315,OnePlus Smartwatch 2026,Electronics,OnePlus,47430.96,5,4.1,4741,163
9316,Mamaearth Hair Oil Classic,Beauty,Mamaearth,845.47,0,,13449,98
9317,India Gate Tea Powder Edition,Grocery,India Gate,627.01,50,1.0,20672,156
9318,Decathlon Running Shoes Classic,Sports,Decathlon,8229.64,20,1.2,23295,464
9319,Rupa Comic Max,Books,Rupa,753.39,10,1.1,20927,348
9320,Rupa Comic Pro,Books,Rupa,528.87,10,3.5,15749,24
9321,Penguin Novel Plus,Books,Penguin,100.88,30,4.1,7976,49
9322,Rupa Biography Max,Books,Rupa,599.84,0,1.0,10987,344
9323,HarperCollins Self-Help Book Plus,Books,HarperCollins,708.63,0,3.0,807,419
9324,Penguin Comic Max,Books,Penguin,887.82,15,3.6,19328,42
9325,Nike Jeans Max,Fashion,Nike,-477.7,0,2.0,12098,342
9326,Mamaearth Sunscreen Max,Beauty,Mamaearth,869.59,15,5.0,1140,55
9327,Decathlon Running Shoes Lite,Sports,Decathlon,952.09,5,3.4,16585,5
9328,boAt Tablet Max,Electronics,boAt,64895.52,0,4.3,18282,25
9329,Decathlon Cricket Bat Edition,Sports,Decathlon,8181.51,0,3.0,9193,47
9330,Lakme Perfume Max,Beauty,Lakme,1859.58,5,3.3,5896,269
9331,Milton Vacuum Cleaner 2026,Home & Kitchen,Milton,7585.25,5,3.4,3170,494
