review_id,customer_id,product_id,rating,review_text,review_date,verified_purchase
300075,7597,9117,5,"Loved it, will buy again.",2025-07-31,True
300076,6114,9151,5,"Exactly as described, very happy.",2023-10-01,True
300077,7683,9281,3,"Product is okay, nothing special.",2025-11-28,True
300078,6487,9558,3,"Average quality, expected more.",2023-04-27,True
300079,7474,9098,2,Not worth the price.,2022-06-21,True
300080,5585,9506,3,Decent but delivery was late.,2022-01-02,True
300081,5246,9209,4,Superb value for money.,2025-03-16,True
300082,5819,9152,4,"Exactly as described, very happy.",2024-02-22,True
300083,5419,9417,2,Item arrived damaged.,2025-07-22,True
300084,6803,9098,2,"Poor quality, disappointed.",2024-11-06,True
300085,6573,9591,2,Not worth the price.,2026-06-28,True
300086,5768,9434,1,Stopped working after a week.,2022-12-22,True
300087,6262,9002,5,Superb value for money.,2022-06-22,False
300088,6941,9436,5,Excellent quality and fast delivery.,2024-05-11,True
300089,6054,9414,1,Not worth the price.,2024-06-20,False
300090,6102,9234,3,"Average quality, expected more.",2026-05-11,True
300091,5420,9566,5,"Great product, worth the money!",2024-11-17,True
300092,7035,9257,3,"Average quality, expected more.",2025-10-28,True
300093,6603,9555,2,Item arrived damaged.,2026-04-24,True
300094,6357,9042,1,Not worth the price.,2026-07-03,True
300095,6377,9363,5,"Exactly as described, very happy.",2023-11-17,True
300096,5229,9011,3,"Average quality, expected more.",2022-07-25,True
300097,7702,9313,1,Not worth the price.,2024-11-06,False
300098,6842,9528,5,"Loved it, will buy again.",2022-07-10,True
300099,7827,9085,2,Not worth the price.,2022-09-30,True
300100,7739,9427,1,"Poor quality, disappointed.",2025-02-27,True
300101,6085,9471,5,,2024-12-23,False
300102,5394,9307,2,"Poor quality, disappointed.",2025-11-21,False
300103,6912,9248,2,"Poor quality, disappointed.",2024-06-22,False
300104,6404,9527,4,"Great product, worth the money!",2023-08-15,True
300105,5355,9586,2,Not worth the price.,2023-05-02,True
300106,6142,9148,3,"Product is okay, nothing special.",2026-03-17,True
300107,7923,9191,4,"Exactly as described, very happy.",2024-10-29,True
300108,6465,9599,4,"Great product, worth the money!",2022-07-03,True
300109,5422,9062,4,"Great product, worth the money!",2022-01-19,False
300110,6842,9418,5,Excellent quality and fast delivery.,2024-11-13,True
300111,6678,9114,3,"Average quality, expected more.",2025-08-04,False
300112,5577,9442,2,Stopped working after a week.,2022-06-03,True
300113,6247,9579,4,Excellent quality and fast delivery.,2022-07-19,True
300114,6719,9180,5,Excellent quality and fast delivery.,2023-01-26,True
300115,7294,9293,1,Item arrived damaged.,2026-07-22,True
300116,5039,9230,3,"Average quality, expected more.",2025-07-17,False
300117,7622,9097,2,Item arrived damaged.,2024-12-21,True
300118,7085,9026,2,Not worth the price.,2022-10-17,True
300119,5298,9563,3,"Product is okay, nothing special.",2022-07-17,False
300120,7910,9221,1,"Poor quality, disappointed.",2022-05-12,False
300121,5351,9094,2,Stopped working after a week.,2024-04-23,True
300122,5294,9012,5,"Exactly as described, very happy.",2026-03-23,True
300123,7843,9127,1,Item arrived damaged.,2024-07-29,True
300124,7096,9466,3,"Average quality, expected more.",2022-11-06,True
300125,5741,9104,5,"Loved it, will buy again.",2022-12-06,False
300126,6818,9384,5,"Great product, worth the money!",2022-10-12,True
300127,7610,9161,4,Excellent quality and fast delivery.,2026-01-12,True
300128,6597,9036,1,,2023-11-01,True
300129,5585,9146,1,Item arrived damaged.,2024-01-22,True
300130,6308,9437,5,"Exactly as described, very happy.",2024-10-21,False
300131,5637,9448,5,Excellent quality and fast delivery.,2024-01-03,True
300132,5056,9493,3,"Average quality, expected more.",2025-03-04,False
300133,6686,9253,3,Decent but delivery was late.,2023-11-06,False
300134,6313,9144,2,"Poor quality, disappointed.",2026-04-27,False
300135,6011,9402,3,,2026-01-16,False
300136,6903,9163,2,"Poor quality, disappointed.",2026-02-04,False
300137,5233,9154,2,Stopped working after a week.,2023-12-09,False
300138,7679,9308,3,Decent but delivery was late.,2026-04-12,False
300139,7529,9436,3,"Average quality, expected more.",2026-02-25,True
300140,7070,9208,3,"Product is okay, nothing special.",2024-10-25,False
300141,5244,9175,5,Superb value for money.,2025-09-12,True
300142,6839,9074,5,Excellent quality and fast delivery.,2023-05-09,False
300143,7663,9202,2,Not worth the price.,2024-06-20,False
300144,5483,9312,3,"Product is okay, nothing special.",2023-02-16,True
300145,6705,9305,5,"Exactly as described, very happy.",2025-03-30,True
300146,6835,9039,4,Superb value for money.,2025-07-18,True
300147,7154,9219,1,Not worth the price.,2025-08-05,False
300148,5486,9412,5,Excellent quality and fast delivery.,2023-10-06,True
300149,7433,9395,5,"Loved it, will buy again.",2022-10-03,False
300150,7707,9538,1,Not worth the price.,2022-03-22,True
300151,6699,9518,5,Excellent quality and fast delivery.,2023-02-07,True
300152,5483,9303,3,"Average quality, expected more.",2022-05-27,False
300153,6397,9034,2,Stopped working after a week.,2023-04-22,True
300154,7033,9277,3,Decent but delivery was late.,2025-12-29,True
300155,7969,9218,2,Item arrived damaged.,2026-06-23,True
300156,7731,9426,2,"Poor quality, disappointed.",2025-12-26,True
300157,7022,9573,3,"Average quality, expected more.",2022-02-25,True
300158,5193,9582,3,"Average quality, expected more.",2022-08-18,False
300159,5643,9377,4,"Great product, worth the money!",2023-05-12,True
300160,6458,9062,4,"Exactly as described, very happy.",2026-03-25,True
300161,7372,9379,2,Not worth the price.,2023-11-07,True
300162,5649,9511,2,"Poor quality, disappointed.",2025-09-11,True
300163,5820,9328,4,"Great product, worth the money!",2023-04-16,True
300164,6008,9252,3,Decent but delivery was late.,2025-07-26,True
300165,7227,9569,1,Item arrived damaged.,2026-06-07,False
300166,7120,9256,4,"Exactly as described, very happy.",2025-05-21,True
300167,5193,9305,2,Stopped working after a week.,2025-10-24,False
300168,7498,9011,4,"Exactly as described, very happy.",2024-06-14,True
300169,7272,9512,3,"Average quality, expected more.",2024-07-07,True
300170,6395,9496,3,Decent but delivery was late.,2026-03-07,False
300171,6584,9365,3,,2025-11-21,True
300172,6509,9383,4,Superb value for money.,2022-12-11,True
300173,5963,9122,4,Superb value for money.,2024-07-13,True
300174,7391,9016,4,"Loved it, will buy again.",2023-10-20,True
300175,6520,9049,5,Superb value for money.,2022-07-12,True
300176,7233,9257,1,Stopped working after a week.,2026-05-28,False
300177,5742,9572,2,Item arrived damaged.,2024-01-31,True
300178,6421,9579,1,"Poor quality, disappointed.",2024-08-30,False
300179,6875,9110,1,Item arrived damaged.,2022-06-09,False
300180,7091,9076,5,Excellent quality and fast delivery.,2024-04-12,False
300181,7725,9483,1,Item arrived damaged.,2025-06-27,True
300182,5773,9282,3,"Average quality, expected more.",2023-10-03,True
300183,6533,9528,5,"Exactly as described, very happy.",2023-11-16,True
300184,7303,9257,5,"Exactly as described, very happy.",2026-01-25,True
300185,6413,9289,2,Not worth the price.,2023-12-06,True
300186,6092,9397,3,Decent but delivery was late.,2023-01-06,True
300187,7200,9330,2,Not worth the price.,2026-03-04,False
300188,7769,9570,2,Stopped working after a week.,2023-08-08,False
300189,7042,9051,2,"Poor quality, disappointed.",2025-10-16,True
300190,5711,9273,1,Item arrived damaged.,2024-08-12,True
300191,7152,9468,2,Stopped working after a week.,2024-05-23,True
300192,7830,9200,4,Superb value for money.,2024-10-27,False
300193,5327,9166,2,Item arrived damaged.,2023-02-26,True
300194,6091,9338,3,Decent but delivery was late.,2022-02-05,True
300195,5449,9240,5,"Great product, worth the money!",2024-11-08,True
300196,6576,9283,4,"Great product, worth the money!",2026-03-05,True
300197,5474,9528,4,Superb value for money.,2025-07-27,False
300198,6596,9451,3,Decent but delivery was late.,2025-02-21,False
300199,5246,9194,4,"Exactly as described, very happy.",2026-06-18,True
300200,5180,9519,5,"Great product, worth the money!",2023-12-13,True
300201,5395,9260,1,"Poor quality, disappointed.",2023-02-24,True
300202,6578,9560,2,Stopped working after a week.,2026-03-28,True
300203,7948,9386,3,"Product is okay, nothing special.",2025-06-03,True
300204,6655,9349,4,Superb value for money.,2022-09-29,True
300205,7301,9172,2,Stopped working after a week.,2024-11-27,False
300206,7779,9386,1,Item arrived damaged.,2024-05-26,True
300207,5984,9335,5,"Exactly as described, very happy.",2022-07-20,True
300208,7628,9386,5,Superb value for money.,2025-09-03,True
300209,7709,9566,5,"Great product, worth the money!",2022-08-26,False
300210,6903,9259,5,"Loved it, will buy again.",2026-05-28,True
300211,6021,9261,3,Decent but delivery was late.,2023-05-27,True
300212,7410,9094,5,Excellent quality and fast delivery.,2024-04-13,False
300213,6318,9118,1,Stopped working after a week.,2025-08-15,True
300214,5883,9030,2,"Poor quality, disappointed.",2025-01-29,True
300215,5515,9541,5,Excellent quality and fast delivery.,2022-09-30,True
300216,5537,9017,2,Stopped working after a week.,2025-01-18,True
300217,6392,9367,1,"Poor quality, disappointed.",2024-06-29,False
300218,5592,9502,3,Decent but delivery was late.,2026-06-24,True
300219,6750,9095,4,"Great product, worth the money!",2024-09-21,True
300220,5173,9171,2,Item arrived damaged.,2026-02-27,True
300221,7696,9488,4,"Loved it, will buy again.",2022-09-09,True
300222,6121,9116,4,"Exactly as described, very happy.",2025-11-09,True
300223,5212,9155,4,Superb value for money.,2023-04-01,True
300224,5843,9431,3,Decent but delivery was late.,2024-02-22,True
300225,5337,9343,3,"Average quality, expected more.",2025-10-30,True
300226,6978,9019,3,"Product is okay, nothing special.",2022-11-13,True
300227,6877,9400,3,Decent but delivery was late.,2023-03-23,False
300228,7238,9583,2,Item arrived damaged.,2023-12-27,True
300229,7727,9104,1,Item arrived damaged.,2024-09-15,False
300230,5776,9051,4,"Great product, worth the money!",2024-01-18,True
300231,7471,9515,3,Decent but delivery was late.,2024-05-20,True
300232,7553,9139,4,"Exactly as described, very happy.",2022-11-22,True
300233,7059,9020,4,"Loved it, will buy again.",2022-12-20,False
300234,5201,9529,1,Not worth the price.,2023-07-22,True
300235,6600,9266,2,"Poor quality, disappointed.",2022-10-25,True
300236,5960,9177,1,Not worth the price.,2024-01-11,False
300237,7633,9268,5,"Loved it, will buy again.",2025-08-27,True
300238,7758,9043,1,Item arrived damaged.,2024-11-19,False
300239,7361,9036,1,Item arrived damaged.,2024-07-27,False
300240,6003,9218,1,Not worth the price.,2022-03-12,True
300241,7307,9099,3,Decent but delivery was late.,2026-03-08,True
300242,7820,9504,2,"Poor quality, disappointed.",2024-06-27,True
300243,5627,9251,1,"Poor quality, disappointed.",2024-12-01,True
300244,5563,9210,2,Item arrived damaged.,2025-09-06,True
300245,6493,9419,2,Stopped working after a week.,2024-03-20,True
300246,7827,9523,1,,2024-03-21,True
300247,5549,9423,3,"Product is okay, nothing special.",2023-03-10,True
300248,6099,9053,2,,2025-07-28,False
300249,6518,9248,4,Superb value for money.,2026-07-03,False
300250,5027,9503,4,Excellent quality and fast delivery.,2023-11-05,True
300251,6755,9498,3,"Product is okay, nothing special.",2022-09-05,False
300252,6029,9554,5,"Great product, worth the money!",2025-11-07,True
300253,6177,9462,4,Superb value for money.,2026-03-18,True
300254,5517,9267,3,"Product is okay, nothing special.",2024-11-09,True
300255,5023,9165,2,"Poor quality, disappointed.",2025-05-28,True
300256,6317,9520,2,"Poor quality, disappointed.",2023-12-30,True
300257,6555,9219,1,Item arrived damaged.,2025-11-06,True
300258,6533,9006,2,Not worth the price.,2025-12-08,False
300259,5491,9036,5,"Loved it, will buy again.",2023-05-08,True
300260,6292,9599,1,Stopped working after a week.,2025-03-07,True
300261,6812,9246,3,,2023-05-17,True
300262,5625,9419,2,Item arrived damaged.,2022-12-25,True
300263,6189,9212,2,Stopped working after a week.,2024-11-26,False
300264,7561,9313,3,"Average quality, expected more.",2024-08-29,True
300265,5402,9438,4,"Loved it, will buy again.",2023-09-13,False
300266,6883,9440,2,Item arrived damaged.,2022-06-29,True
300267,6595,9290,5,Excellent quality and fast delivery.,2026-05-26,False
300268,6743,9276,3,"Average quality, expected more.",2022-03-13,True
300269,6634,9108,2,"Poor quality, disappointed.",2024-01-02,True
300270,7145,9176,3,"Product is okay, nothing special.",2026-01-20,False
300271,5777,9252,2,"Poor quality, disappointed.",2024-11-05,True
300272,6233,9351,5,"Great product, worth the money!",2023-04-28,True
300273,5269,9406,2,,2025-06-22,True
300274,7208,9112,2,Stopped working after a week.,2023-12-07,True
300275,7060,9238,4,"Exactly as described, very happy.",2024-12-17,True
300276,7385,9146,1,Stopped working after a week.,2023-07-26,True
300277,7608,9080,5,"Loved it, will buy again.",2022-04-05,True
300278,6958,9081,5,Superb value for money.,2026-07-30,True
300279,5141,9228,5,"Great product, worth the money!",2025-05-17,True
300280,6376,9484,3,Decent but delivery was late.,2024-03-03,True
300281,6185,9483,2,Not worth the price.,2022-10-05,True
300282,5049,9449,5,Superb value for money.,2024-01-02,True
300283,7009,9242,5,"Exactly as described, very happy.",2024-07-25,False
300284,7070,9316,3,"Average quality, expected more.",2025-12-13,True
300285,5246,9557,2,Item arrived damaged.,2024-05-03,True
300286,5742,9497,5,Excellent quality and fast delivery.,2025-08-04,True
300287,7968,9123,2,Not worth the price.,2026-07-06,True
300288,8000,9487,4,Superb value for money.,2025-02-04,True
300289,6032,9254,3,"Product is okay, nothing special.",2023-09-10,True
300290,6785,9275,2,Item arrived damaged.,2025-01-22,True
300291,5192,9270,5,"Exactly as described, very happy.",2022-01-19,False
300292,6983,9238,5,Excellent quality and fast delivery.,2025-04-27,False
300293,5710,9323,1,"Poor quality, disappointed.",2024-12-16,True
300294,6521,9173,2,Not worth the price.,2023-07-04,True
300295,6721,9492,3,"Average quality, expected more.",2025-01-20,True
300296,6466,9034,3,"Average quality, expected more.",2023-05-02,True
300297,5381,9144,5,"Loved it, will buy again.",2025-07-22,True
300298,5621,9244,3,Decent but delivery was late.,2023-02-14,False
300299,5934,9548,5,Superb value for money.,2026-02-19,True
300300,7490,9198,5,,2025-03-18,True
300301,6136,9191,1,Item arrived damaged.,2024-12-28,False
300302,7161,9507,4,Excellent quality and fast delivery.,2026-07-29,True
300303,7868,9282,2,Stopped working after a week.,2026-05-06,False
300304,6719,9417,3,"Product is okay, nothing special.",2025-09-24,True
300305,7079,9013,4,"Great product, worth the money!",2025-11-18,True
300306,5101,9322,1,"Poor quality, disappointed.",2023-11-27,False
300307,6597,9372,3,,2022-04-30,False
300308,7378,9588,1,Stopped working after a week.,2022-01-25,True
300309,6001,9426,4,"Great product, worth the money!",2024-11-26,True
300310,6755,9044,2,Item arrived damaged.,2023-03-21,True
300311,6579,9414,3,"Average quality, expected more.",2025-03-02,True
300312,5957,9501,3,"Product is okay, nothing special.",2023-04-09,True
300313,6203,9311,2,Stopped working after a week.,2026-06-07,True
300314,6931,9278,3,"Product is okay, nothing special.",2026-06-16,False
300315,6788,9390,1,"Poor quality, disappointed.",2025-11-29,True
300316,6975,9461,4,Superb value for money.,2022-09-30,True
300317,7593,9359,5,Excellent quality and fast delivery.,2023-11-25,True
300318,7772,9021,5,"Great product, worth the money!",2023-02-10,False
300319,5426,9072,2,Stopped working after a week.,2026-07-03,True
300320,7708,9270,4,Superb value for money.,2024-10-06,True
300321,5731,9142,1,"Poor quality, disappointed.",2026-07-01,True
300322,7817,9472,4,Excellent quality and fast delivery.,2024-12-21,True
300323,6960,9235,4,Superb value for money.,2022-12-25,True
300324,6745,9184,1,Stopped working after a week.,2024-01-03,False
300325,7814,9226,4,"Exactly as described, very happy.",2026-06-06,True
300326,6070,9527,5,"Exactly as described, very happy.",2026-02-22,True
300327,7794,9348,3,Decent but delivery was late.,2025-09-15,True
300328,6360,9031,1,Not worth the price.,2022-06-18,True
300329,7499,9007,4,"Loved it, will buy again.",2023-01-08,True
300330,7330,9465,5,Excellent quality and fast delivery.,2025-09-02,True
300331,6829,9140,2,"Poor quality, disappointed.",2026-08-01,False
300332,7205,9526,1,Stopped working after a week.,2025-02-07,True
300333,7894,9038,2,,2022-07-28,True
300334,5688,9112,1,Not worth the price.,2026-04-06,False
300335,6582,9450,4,"Exactly as described, very happy.",2024-10-18,True
300336,5210,9546,1,,2026-07-05,True
300337,7902,9516,3,"Average quality, expected more.",2023-07-21,True
300338,6509,9092,5,"Loved it, will buy again.",2026-02-04,True
300339,5451,9372,3,"Product is okay, nothing special.",2024-05-03,True
300340,6292,9452,1,"Poor quality, disappointed.",2023-04-15,True
300341,5234,9257,5,"Loved it, will buy again.",2025-04-29,True
300342,5576,9033,1,"Poor quality, disappointed.",2026-02-14,True
300343,5360,9414,3,"Product is okay, nothing special.",2023-11-03,True
300344,7064,9521,5,"Great product, worth the money!",2024-10-17,False
300345,7609,9486,2,Item arrived damaged.,2022-09-09,False
300346,5943,9478,3,Decent but delivery was late.,2024-03-16,True
300347,6623,9573,1,Item arrived damaged.,2023-11-20,True
300348,5782,9137,4,Excellent quality and fast delivery.,2022-02-27,False
300349,5855,9259,2,Not worth the price.,2024-11-17,True
300350,7771,9475,3,,2022-09-27,True
300351,5628,9127,2,Item arrived damaged.,2024-08-24,True
300352,6976,9332,2,Item arrived damaged.,2022-08-21,True
300353,5725,9509,2,"Poor quality, disappointed.",2024-05-01,True
300354,6540,9585,3,"Average quality, expected more.",2023-03-16,True
300355,7729,9218,4,Superb value for money.,2023-07-30,False
300356,6457,9208,1,"Poor quality, disappointed.",2025-02-23,False
300357,5253,9254,4,"Exactly as described, very happy.",2024-07-12,True
300358,5498,9034,4,,2023-12-23,True
300359,5112,9370,4,"Great product, worth the money!",2023-08-29,True
300360,7185,9142,4,Superb value for money.,2024-11-26,False
300361,6200,9313,3,Decent but delivery was late.,2024-07-17,False
300362,5021,9365,2,"Poor quality, disappointed.",2022-10-31,True
300363,6674,9094,3,"Average quality, expected more.",2024-03-24,True
300364,7230,9576,1,"Poor quality, disappointed.",2025-12-30,True
300365,6212,9236,4,"Exactly as described, very happy.",2025-06-15,True
300366,5173,9433,3,"Product is okay, nothing special.",2023-06-21,True
300367,6858,9590,4,"Loved it, will buy again.",2022-05-04,True
300368,5787,9176,5,"Loved it, will buy again.",2026-02-12,True
300369,7459,9233,5,Excellent quality and fast delivery.,2023-12-26,False
300370,6113,9168,1,Item arrived damaged.,2022-07-06,False
300371,7798,9380,4,"Great product, worth the money!",2022-09-19,False
300372,5857,9335,3,Decent but delivery was late.,2025-09-05,True
300373,6231,9557,4,"Great product, worth the money!",2025-04-29,True
300374,6114,9521,4,Excellent quality and fast delivery.,2022-11-02,True
300375,5205,9194,3,"Average quality, expected more.",2024-10-13,True
300376,5943,9264,4,"Exactly as described, very happy.",2025-06-18,True
300377,7354,9505,5,"Exactly as described, very happy.",2026-06-16,True
300378,7050,9157,1,,2025-06-26,True
300379,7549,9323,3,"Product is okay, nothing special.",2022-10-28,True
300380,6062,9024,2,Not worth the price.,2025-10-29,True
300381,5943,9246,1,Not worth the price.,2023-12-08,True
300382,7256,9016,1,"Poor quality, disappointed.",2023-02-11,True
300383,5084,9591,4,"Exactly as described, very happy.",2025-08-06,True
300384,6898,9496,2,"Poor quality, disappointed.",2022-08-06,True
300385,6889,9147,4,"Exactly as described, very happy.",2022-01-13,False
300386,5868,9551,5,Superb value for money.,2024-07-23,True
300387,5512,9062,3,Decent but delivery was late.,2022-01-12,False
300388,5690,9281,1,Item arrived damaged.,2022-04-10,False
300389,7062,9339,4,Superb value for money.,2025-01-27,True
300390,7038,9176,1,Item arrived damaged.,2025-01-11,True
300391,7868,9264,2,Stopped working after a week.,2023-05-09,True
300392,7584,9193,2,Not worth the price.,2024-09-23,True
300393,6177,9331,1,Stopped working after a week.,2024-01-10,False
300394,6128,9316,3,"Average quality, expected more.",2024-11-16,True
300395,7295,9380,1,Stopped working after a week.,2023-09-01,False
300396,5775,9519,5,"Loved it, will buy again.",2023-02-17,False
300397,5808,9316,4,"Loved it, will buy again.",2025-02-02,True
300398,7188,9190,4,"Great product, worth the money!",2023-10-28,True
300399,7612,9561,3,"Average quality, expected more.",2025-01-28,True
300400,7088,9318,5,"Loved it, will buy again.",2025-08-12,True
300401,5211,9408,2,Item arrived damaged.,2022-01-02,True
300402,6759,9309,5,Superb value for money.,2024-12-14,True
300403,6303,9056,5,"Loved it, will buy again.",2023-05-13,True
300404,6213,9210,5,Superb value for money.,2022-05-24,True
300405,7554,9559,3,,2026-04-20,True
300406,6316,9132,3,"Average quality, expected more.",2022-03-02,True
300407,5852,9484,3,Decent but delivery was late.,2023-10-06,True
300408,6582,9402,5,Excellent quality and fast delivery.,2024-01-05,False
300409,6679,9501,1,"Poor quality, disappointed.",2024-06-27,True
300410,5206,9383,5,"Loved it, will buy again.",2023-02-26,True
300411,5013,9357,4,Excellent quality and fast delivery.,2025-06-01,False
300412,5209,9001,3,Decent but delivery was late.,2025-01-16,False
300413,7157,9546,5,"Loved it, will buy again.",2024-08-19,False
300414,5867,9435,1,Not worth the price.,2025-11-08,True
300415,6474,9444,5,"Loved it, will buy again.",2025-12-06,True
300416,6760,9514,5,"Loved it, will buy again.",2024-07-27,False
300417,6213,9431,1,Item arrived damaged.,2026-05-04,True
300418,7304,9397,1,Stopped working after a week.,2023-02-28,True
300419,6063,9127,5,Excellent quality and fast delivery.,2026-02-23,True
300420,6531,9020,4,"Great product, worth the money!",2025-05-25,True
300421,5198,9156,4,"Great product, worth the money!",2024-08-12,True
300422,7354,9024,5,"Exactly as described, very happy.",2023-06-28,True
300423,7662,9304,3,"Average quality, expected more.",2024-11-30,True
300424,6620,9001,3,"Average quality, expected more.",2023-10-11,True
300425,5577,9438,1,Item arrived damaged.,2026-06-21,False
300426,6790,9589,2,Not worth the price.,2025-08-04,True
300427,5064,9001,5,"Great product, worth the money!",2026-02-22,False
300428,6709,9533,5,"Exactly as described, very happy.",2024-09-14,False
300429,7960,9384,5,"Exactly as described, very happy.",2022-06-27,True
300430,5506,9537,5,Excellent quality and fast delivery.,2024-04-26,True
300431,5848,9241,2,"Poor quality, disappointed.",2025-03-30,True
300432,7030,9567,2,,2022-04-26,False
300433,6162,9059,4,"Loved it, will buy again.",2025-09-01,True
300434,7634,9006,2,Item arrived damaged.,2024-04-14,True
300435,7178,9232,4,Excellent quality and fast delivery.,2025-01-30,True
300436,5182,9267,3,"Product is okay, nothing special.",2022-06-10,True
300437,6187,9107,5,"Exactly as described, very happy.",2022-10-22,True
300438,6081,9219,4,"Great product, worth the money!",2022-12-16,True
300439,6729,9592,3,"Product is okay, nothing special.",2025-09-05,True
300440,5966,9378,2,Stopped working after a week.,2025-09-15,True
300441,7031,9459,4,"Loved it, will buy again.",2026-05-08,True
300442,5762,9219,2,Stopped working after a week.,2022-09-13,True
300443,6461,9180,5,Excellent quality and fast delivery.,2024-06-30,True
300444,7709,9416,1,"Poor quality, disappointed.",2026-05-18,True
300445,6717,9046,5,"Loved it, will buy again.",2025-05-07,False
300446,7430,9108,4,Superb value for money.,2024-09-30,True
300447,7192,9502,3,"Average quality, expected more.",2023-08-23,True
300448,7803,9025,5,"Loved it, will buy again.",2023-10-25,True
300449,5840,9476,3,"Average quality, expected more.",2025-11-10,True
300450,6623,9131,1,Not worth the price.,2023-12-01,True
300451,7289,9469,5,Excellent quality and fast delivery.,2026-05-13,True
300452,6952,9166,5,Excellent quality and fast delivery.,2023-06-03,False
300453,6895,9269,2,Stopped working after a week.,2023-12-01,True
300454,5820,9112,2,Not worth the price.,2024-02-20,True
