transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,merchant_name,transaction_location,account_balance_after_transaction,is_international_transaction,device_used,ip_address,transaction_status,transaction_source_destination,transaction_notes,fraud_flag
5b9d6239-b3c0-4b63-8544-775bc2f3f0d4,CUST105097,2022-01-19 13:21:00,UPI,9500.0,Travel,Madan PLC,"Kanpur, Madhya Pradesh",19608.0,0,POS,45.81.7.169,Success,JINT32862313977726,Payment for Travel,0
7feacc59-cba2-429e-89b6-81ea3eeaed3e,CUST117470,2022-01-18 09:57:00,Net Banking,11600.0,Financial Services,"Dhawan, De and Rajagopal","Tezpur, Sikkim",33425.0,0,Web,76.177.34.152,Success,ELDV73383091159781,Payment for Financial Services,0
e69c384c-9c29-48ad-bbc7-aacee46e8fa1,CUST108827,2022-01-03 04:20:00,Credit Card,1800.0,Groceries,Kadakia-Sodhi,"Bhopal, Kerala",18818.0,0,ATM,186.74.47.135,Success,HQEL68055625006945,Payment for Groceries,0
ac12960d-f603-40b5-b691-df0afbf9b7ca,CUST101374,2022-01-30 07:05:00,UPI,4000.0,Travel,"Wali, Mani and Aggarwal","Salem, Punjab",10310.0,0,Mobile,75.30.104.9,Success,SRRH26298057841682,Payment for Travel,0
fce2d1cf-9832-42bd-b44a-1292f6ff8ae2,CUST109532,2022-01-23 12:11:00,Net Banking,100.0,Entertainment,Gupta-Cherian,"Arrah, Nagaland",30459.0,0,ATM,112.199.71.87,Success,QMBI48728618900281,Payment for Entertainment,0
d9a02844-578f-4a3f-b7a1-d27b256bee5d,CUST107358,2022-01-18 03:05:00,Fund Transfer,100.0,Entertainment,Rajagopalan-Chowdhury,"Saharanpur, Jharkhand",22514.0,0,Mobile,63.56.27.117,Success,PIYS89102910513432,Payment for Entertainment,0
da31457e-6207-47f9-abf5-ce96e7652e20,CUST109205,2022-01-04 21:00:00,Credit Card,1000.0,Entertainment,Luthra-Kale,"Bijapur, Punjab",30633.0,0,POS,54.118.223.213,Success,FPAL74686265501821,Payment for Entertainment,0
e8fa8b9c-da86-4ce4-9ee2-fc1db357c189,CUST117481,2022-01-23 02:56:00,Fund Transfer,8400.0,Utilities,Dara and Sons,"Berhampore, Punjab",39597.0,0,POS,199.113.10.8,Success,TEHZ44591335673932,Payment for Utilities,0
0a7e4b76-0852-41fc-b63f-5d9425795f8f,CUST111790,2022-01-28 07:12:00,Bill Payment,100.0,Financial Services,Boase-Sharaf,"Mau, Andhra Pradesh",11050.0,0,ATM,104.171.31.76,Failed,WULL37223487523519,Payment for Financial Services,1
f2f31549-b544-4924-9dad-83554891c5ba,CUST105687,2022-01-06 15:12:00,EMI Payment,4400.0,Education,Dua Ltd,"Muzaffarnagar, Odisha",32946.0,0,ATM,101.89.118.66,Success,LRNL01502672088247,Payment for Education,0
6d236ac2-f564-4719-9aa5-f6e71e4e1d5d,CUST109700,2022-01-12 11:40:00,Bill Payment,5600.0,Online Shopping,"Subramanian, Samra and Bhatti","Bahraich, Maharashtra",26659.0,0,POS,207.60.146.246,Success,LJIM77348517241184,Payment for Online Shopping,0
099f7e88-e107-4561-8ca9-fb911f46887e,CUST106442,2022-01-18 23:56:00,Loan Disbursement,4100.0,Healthcare,Mahal-Suresh,"Haldia, Haryana",16573.0,0,Mobile,66.83.125.245,Success,ADPO61507723064566,Payment for Healthcare,0
4b5c75a8-9b88-4d5e-8cad-3a68f4a4c90f,CUST102992,2022-01-10 17:05:00,Credit Card,6300.0,Healthcare,Kota-Singhal,"Chennai, Jharkhand",1351.0,0,ATM,240.17.132.133,Success,TCQV52423400303368,Payment for Healthcare,0
6e586fd8-a16b-423a-9ea9-126a8ae09a75,CUST116158,2022-01-30 05:50:00,Net Banking,2000.0,Online Shopping,Choudhry-Srinivas,"Karimnagar, Bihar",9524.0,0,ATM,140.53.51.17,Success,PDON40114191552429,Payment for Online Shopping,0
935008fe-bb9e-4ca2-8001-933ffbc9fdbd,CUST107710,2022-01-12 19:19:00,Credit Card,1400.0,Electronics,"Mahajan, Chatterjee and Sahni","Anantapuram, Maharashtra",33260.0,0,Web,10.249.4.18,Success,KWSJ13095445501060,Payment for Electronics,0
f128493f-e772-47fe-8e62-50119b23bc51,CUST106343,2022-01-11 05:03:00,Debit Card,5000.0,Healthcare,Goswami Ltd,"Bulandshahr, Gujarat",42937.0,0,Web,20.85.62.140,Success,KWBT08533072498287,Payment for Healthcare,0
c0730db8-b06d-4aea-9e35-4cb85588f7b0,CUST112764,2022-01-18 19:19:00,Debit Card,4100.0,Online Shopping,Dube-Varma,"Nagaon, Karnataka",16607.0,0,Mobile,80.65.239.212,Success,UZMW96273584557352,Payment for Online Shopping,0
5133d166-3020-49b2-9afa-0b6256a488eb,CUST103830,2022-01-17 00:27:00,Deposit,800.0,Cash Withdrawal,"Deshpande, Chad and Grewal","New Delhi, Uttarakhand",32042.0,0,Mobile,245.127.251.164,Success,Self,Payment for Cash Withdrawal,0
e8d14be6-3474-4342-9791-98ae164429ce,CUST111551,2022-01-30 06:25:00,Bill Payment,3200.0,Cash Withdrawal,Anne-Ray,"Karnal, Jharkhand",5850.0,0,Mobile,161.140.231.219,Success,RDNY31087501627069,Payment for Cash Withdrawal,0
c046dedf-4551-432a-8496-f91adc27b3a2,CUST113352,2022-01-11 06:56:00,EMI Payment,1400.0,Financial Services,Sarin-Venkatesh,"Sasaram, Punjab",22053.0,0,Web,37.190.191.186,Success,GCRQ46588351974952,Payment for Financial Services,0
5f6046f4-59fc-4300-aacd-b44672667d78,CUST108627,2022-01-02 00:40:00,EMI Payment,200.0,Utilities,"Gaba, Majumdar and Tripathi","Raiganj, Punjab",16256.0,0,Web,22.12.199.136,Success,GNQH99140303373101,Payment for Utilities,0
45072e09-60b2-4740-8de1-742686163098,CUST119654,2022-01-04 18:24:00,Deposit,4600.0,Entertainment,"Khanna, Sandhu and Sathe","Hajipur, West Bengal",42856.0,0,Mobile,159.123.25.168,Success,Self,Payment for Entertainment,0
f4444418-0ac7-4ead-be02-27e512b77bb1,CUST110297,2022-01-23 05:27:00,Net Banking,18100.0,Cash Withdrawal,Char and Sons,"Sirsa, Chhattisgarh",0.0,0,ATM,208.19.207.216,Success,GWCI53547042730555,Payment for Cash Withdrawal,0
05057d83-a2b6-4f32-bfed-c484ed8ded4e,CUST105705,2022-01-29 15:53:00,Bill Payment,500.0,Travel,"Saxena, Halder and Lad","Shimoga, Assam",38801.0,0,POS,114.129.170.217,Success,EFOY78921583941584,Payment for Travel,0
81b64e5a-1b78-4e18-bef4-3f1f3ebbc43a,CUST116205,2022-01-21 00:25:00,UPI,500.0,Cash Withdrawal,Manne-Shankar,"Jaipur, West Bengal",39998.0,0,Mobile,224.87.243.93,Success,RIJO28509452761285,Payment for Cash Withdrawal,0
afd13b0e-7505-4d6b-839e-16f91855f0bc,CUST105443,2022-01-05 09:19:00,Fund Transfer,7500.0,Dining,"Sunder, Konda and Dutta","Coimbatore, Haryana",0.0,0,Mobile,48.73.113.61,Success,UDJL24504692493000,Payment for Dining,0
dd371d40-08c9-4f8d-9707-8decff9c9668,CUST110192,2022-01-02 06:34:00,Credit Card,15700.0,Online Shopping,"Balay, Mallick and Aggarwal","Amritsar, Jharkhand",0.0,0,ATM,100.160.193.150,Success,IMIH77692080246165,Payment for Online Shopping,0
adeae480-888e-442c-ad15-4e1254825394,CUST100614,2022-01-07 07:47:00,Deposit,2700.0,Education,"Mall, Dyal and Virk","Sagar, Manipur",18485.0,0,Mobile,122.15.41.103,Success,Self,Payment for Education,0
e7d331dd-1689-4b9d-83df-4402ed0bb2af,CUST103595,2022-01-13 20:14:00,ATM Withdrawal,3300.0,Entertainment,"Hora, Bahl and Dora","Hindupur, Gujarat",23769.0,0,Web,59.91.187.195,Success,Self,Payment for Entertainment,0
cdd2ea47-9790-429c-b4dc-1c8ead4190c6,CUST111468,2022-01-12 02:53:00,Bill Payment,400.0,Online Shopping,Seshadri-Rajan,"Guntakal, Sikkim",5589.0,0,Mobile,127.16.143.198,Success,DBYL05008519610377,Payment for Online Shopping,0
2552cdca-6055-47a7-9433-aa581b9703c2,CUST108604,2022-01-24 16:23:00,UPI,2500.0,Cash Withdrawal,Khare-Mallick,"Ujjain, Haryana",3665.0,0,Web,246.1.48.121,Success,NZKP58080285743358,Payment for Cash Withdrawal,0
eee47835-453f-4dd4-8432-25e84da76b80,CUST106417,2022-01-19 16:58:00,Loan Disbursement,2400.0,Fuel,Deol-Cheema,"Asansol, Gujarat",28095.0,0,Web,253.161.138.162,Success,XSRZ04762449579788,Payment for Fuel,0
f8706c48-a75f-402a-a939-f385daff6cad,CUST105851,2022-01-15 05:26:00,EMI Payment,700.0,Utilities,Mangal-Iyengar,"Bhilwara, Sikkim",10845.0,0,ATM,248.10.180.166,Success,ZMUS94739291231276,Payment for Utilities,0
3bde745f-0d18-454b-a65f-55b43b7abdb5,CUST101467,2022-01-23 19:03:00,Debit Card,1300.0,Dining,"Loyal, Mallick and Raja","Chittoor, Jharkhand",824.0,0,Web,193.33.138.120,Success,LZZT56452110136381,Payment for Dining,0
4de005c9-d6e2-4f1c-a88a-25a36bb728a3,CUST108565,2022-01-31 09:55:00,Net Banking,1500.0,Electronics,"Krishnan, Sankaran and Mannan","Jabalpur, Maharashtra",48007.0,0,POS,221.37.132.101,Success,PYXW11097448997457,Payment for Electronics,0
0926d3cc-041a-492f-867b-613eeb626704,CUST103843,2022-01-05 09:41:00,Debit Card,7500.0,Fuel,"Dar, Loyal and Khosla","Jodhpur, Sikkim",27155.0,0,Mobile,71.142.212.83,Success,NBVQ66885392528621,Payment for Fuel,0
a0c7c17b-7789-4590-9c38-c0e26b6c6e85,CUST111765,2022-01-20 11:50:00,Deposit,400.0,Dining,Gera Group,"Rajpur Sonarpur, Jharkhand",49191.0,0,ATM,127.105.71.1,Success,Self,Payment for Dining,0
02684bb2-93a6-4000-8ece-4f808a10b8eb,CUST103832,2022-01-01 05:18:00,Loan Disbursement,200.0,Fuel,"Mangat, Amble and Behl","Dehradun, West Bengal",5587.0,0,POS,108.9.12.27,Success,GLCO57450818633643,Payment for Fuel,0
957bc116-4fb9-486e-9577-b0c9f950a22e,CUST110516,2022-01-08 00:28:00,UPI,13555.171282625755,Healthcare,"Lall, Bala and Chana","Pallavaram, Kerala",22452.83,0,POS,126.165.98.161,Failed,BVXL53436843139813,Payment for Healthcare,1
bbee861d-80f2-4a9f-8a45-df449ad6272e,CUST109696,2022-01-17 13:36:00,Deposit,2600.0,Entertainment,Gola-Badami,"Jamalpur, Goa",22790.0,0,Web,95.141.94.218,Success,Self,Payment for Entertainment,0
926425be-023e-4108-8f0d-c88c63c95c50,CUST113201,2022-01-03 18:43:00,Net Banking,1800.0,Electronics,Bhatti-Randhawa,"Durgapur, Maharashtra",29789.0,0,POS,218.69.0.89,Success,KYFM80446063663561,Payment for Electronics,0
8f701f96-9e43-4c4e-bea4-21b5802717bf,CUST119783,2022-01-25 07:27:00,UPI,200.0,Travel,"Gandhi, Bal and Sabharwal","Morbi, Sikkim",18319.0,0,Web,162.38.133.219,Success,OYLF02067645897382,Payment for Travel,0
3d244e6b-1c97-4c04-911e-1709a2c49766,CUST105877,2022-01-05 03:06:00,EMI Payment,7600.0,Financial Services,Vohra-Ranganathan,"Morena, Arunachal Pradesh",18207.0,0,ATM,144.8.247.11,Success,EWGZ13704618847040,Payment for Financial Services,0
ab3eb18a-416d-4758-93a5-31d649a3ccfe,CUST118138,2022-01-20 11:34:00,Debit Card,2500.0,Cash Withdrawal,"Rout, Bawa and Devi","Hyderabad, Madhya Pradesh",43813.0,0,Mobile,1.10.214.13,Success,SVKN92580878390407,Payment for Cash Withdrawal,0
6671063e-57f5-44fa-b6be-5e6a665f201f,CUST118041,2022-01-15 07:42:00,ATM Withdrawal,5500.0,Education,Madan-Ahluwalia,"Vijayanagaram, Maharashtra",17803.0,0,Web,187.56.126.204,Success,Self,Payment for Education,0
b4250c94-8df0-4fa3-a6b2-db0bcf4ce760,CUST103355,2022-01-30 19:12:00,Deposit,9100.0,Entertainment,Chada-Bumb,"Kavali, Uttarakhand",49791.0,0,ATM,64.135.249.227,Success,Self,Payment for Entertainment,0
5b62bb89-fa68-4c88-b642-c1ec85487491,CUST111244,2022-01-15 01:24:00,Net Banking,500.0,Online Shopping,Grover PLC,"Rohtak, Uttarakhand",1914.0,0,POS,71.72.47.126,Success,DYHG39189226487185,Payment for Online Shopping,0
51a04cfc-2337-4142-a68c-9001b95da6f6,CUST112934,2022-01-22 20:09:00,ATM Withdrawal,600.0,Groceries,Handa-D’Alia,"Noida, West Bengal",28344.0,0,POS,170.190.224.123,Success,Self,Payment for Groceries,0
